Task ID,Job Name,Start Time,Period,Execution Time,Deadline Time,Priority,Finish Time,Least Finish Time,Time Budget,Idle Task Time,Smart Machine ID,Task Completion Status,Total Number of Tasks for Smart Machine X,Utilization Capacity of Smart Machine (%),Total Workload Capacity Required for Smart Machine X
Task 8269,Job 0,2,7,4,8,0,6,10,4,4,2,0,8269,8302,13
Task 8269,Job 1,7,5,3,6,0,10,13,3,3,2,1,8269,8302,20
Task 8270,Job 0,6,4,3,9,0,9,15,6,3,2,1,8270,8303,10
Task 8270,Job 1,11,6,1,10,0,12,21,9,1,4,0,8270,8303,3
Task 8271,Job 0,6,9,1,9,0,7,15,8,1,1,0,8271,8305,14
Task 8271,Job 1,11,9,3,11,1,14,22,8,3,2,0,8271,8305,17
Task 8272,Job 0,9,10,1,12,0,10,21,11,1,2,0,8272,8305,2
Task 8272,Job 1,14,4,1,7,0,15,21,6,1,3,1,8272,8305,9
Task 8273,Job 0,8,8,1,12,0,9,20,11,1,4,0,8273,8306,4
Task 8273,Job 1,13,4,1,6,0,14,19,5,1,2,2,8273,8306,5
Task 8274,Job 0,3,6,4,10,0,7,13,6,4,3,0,8274,8307,19
Task 8274,Job 1,8,7,3,10,0,11,18,7,3,4,0,8274,8307,2
Task 8275,Job 0,5,7,3,6,0,8,11,3,3,1,2,8275,8309,14
Task 8275,Job 1,10,8,3,8,0,13,18,5,3,4,0,8275,8309,7
Task 8276,Job 0,6,8,4,9,1,10,15,5,4,1,2,8276,8310,18
Task 8276,Job 1,11,4,2,10,0,13,21,8,2,4,0,8276,8310,20
Task 8277,Job 0,4,9,1,10,0,5,14,9,1,2,1,8277,8311,3
Task 8277,Job 1,9,4,1,8,0,10,17,7,1,3,0,8277,8311,14
Task 8278,Job 0,2,9,4,9,0,6,11,5,4,2,0,8278,8312,14
Task 8278,Job 1,7,7,1,8,0,8,15,7,1,3,0,8278,8312,5
Task 8279,Job 0,6,10,2,12,0,8,18,10,2,4,0,8279,8312,16
Task 8279,Job 1,11,7,3,9,0,14,20,6,3,4,2,8279,8312,18
Task 8280,Job 0,6,7,2,11,0,8,17,9,2,4,2,8280,8314,14
Task 8280,Job 1,11,6,1,7,0,12,18,6,1,3,1,8280,8314,18
Task 8281,Job 0,4,5,2,6,1,6,10,4,2,3,1,8281,8315,13
Task 8281,Job 1,9,6,4,6,0,13,15,2,4,4,2,8281,8315,3
Task 8282,Job 0,4,7,1,12,0,5,16,11,1,2,0,8282,8316,8
Task 8282,Job 1,9,10,2,11,0,11,20,9,2,2,2,8282,8316,15
Task 8283,Job 0,2,10,4,12,0,6,14,8,4,3,2,8283,8316,16
Task 8283,Job 1,7,9,4,8,1,11,15,4,4,3,1,8283,8316,2
Task 8284,Job 0,10,7,4,6,0,14,16,2,4,3,0,8284,8317,12
Task 8284,Job 1,15,5,4,10,1,19,25,6,4,1,1,8284,8317,12
Task 8285,Job 0,5,9,1,12,1,6,17,11,1,4,1,8285,8318,2
Task 8285,Job 1,10,10,1,11,1,11,21,10,1,2,0,8285,8318,4
Task 8286,Job 0,1,9,1,10,1,2,11,9,1,4,1,8286,8320,10
Task 8286,Job 1,6,6,3,9,0,9,15,6,3,3,0,8286,8320,19
Task 8287,Job 0,9,5,1,6,0,10,15,5,1,3,2,8287,8321,8
Task 8287,Job 1,14,5,1,10,0,15,24,9,1,4,2,8287,8321,12
Task 8288,Job 0,2,8,3,9,0,5,11,6,3,2,0,8288,8322,19
Task 8288,Job 1,7,7,4,6,0,11,13,2,4,2,0,8288,8322,17
Task 8289,Job 0,5,10,1,9,1,6,14,8,1,2,0,8289,8322,3
Task 8289,Job 1,10,7,3,7,1,13,17,4,3,3,2,8289,8322,4
Task 8290,Job 0,2,9,1,9,0,3,11,8,1,1,2,8290,8323,2
Task 8290,Job 1,7,5,1,7,0,8,14,6,1,2,0,8290,8323,4
Task 8291,Job 0,1,6,3,6,0,4,7,3,3,1,0,8291,8325,8
Task 8291,Job 1,6,10,4,7,0,10,13,3,4,1,1,8291,8325,11
Task 8292,Job 0,8,5,1,6,1,9,14,5,1,4,2,8292,8325,18
Task 8292,Job 1,13,5,1,8,1,14,21,7,1,3,1,8292,8325,8
Task 8293,Job 0,3,7,3,9,0,6,12,6,3,4,2,8293,8326,14
Task 8293,Job 1,8,6,1,8,0,9,16,7,1,2,0,8293,8326,14
Task 8294,Job 0,9,7,3,12,0,12,21,9,3,2,0,8294,8327,4
Task 8294,Job 1,14,6,2,9,0,16,23,7,2,4,1,8294,8327,6
Task 8295,Job 0,6,10,4,7,1,10,13,3,4,1,2,8295,8328,3
Task 8295,Job 1,11,6,2,11,0,13,22,9,2,3,1,8295,8328,8
Task 8296,Job 0,6,7,3,6,1,9,12,3,3,2,0,8296,8330,15
Task 8296,Job 1,11,8,4,6,0,15,17,2,4,3,1,8296,8330,17
Task 8297,Job 0,5,6,2,6,0,7,11,4,2,2,2,8297,8330,10
Task 8297,Job 1,10,4,1,8,0,11,18,7,1,2,1,8297,8330,19
Task 8298,Job 0,6,5,1,12,0,7,18,11,1,4,0,8298,8331,15
Task 8298,Job 1,11,4,3,10,1,14,21,7,3,3,1,8298,8331,2
Task 8299,Job 0,9,10,2,8,0,11,17,6,2,2,0,8299,8332,19
Task 8299,Job 1,14,10,1,7,0,15,21,6,1,2,1,8299,8332,14
Task 8300,Job 0,6,4,2,8,0,8,14,6,2,2,2,8300,8333,12
Task 8300,Job 1,11,4,3,10,0,14,21,7,3,2,0,8300,8333,19
Task 8301,Job 0,7,6,3,10,1,10,17,7,3,2,1,8301,8335,19
Task 8301,Job 1,12,7,3,11,0,15,23,8,3,1,1,8301,8335,5
Task 8302,Job 0,4,10,4,12,0,8,16,8,4,3,2,8302,8335,18
Task 8302,Job 1,9,4,1,10,1,10,19,9,1,3,2,8302,8335,14
Task 8303,Job 0,4,5,3,8,1,7,12,5,3,3,2,8303,8337,13
Task 8303,Job 1,9,6,3,12,0,12,21,9,3,2,0,8303,8337,14
Task 8304,Job 0,9,5,4,12,0,13,21,8,4,3,1,8304,8337,2
Task 8304,Job 1,14,4,1,7,1,15,21,6,1,3,1,8304,8337,15
Task 8305,Job 0,9,8,3,8,0,12,17,5,3,3,0,8305,8338,6
Task 8305,Job 1,14,8,4,9,0,18,23,5,4,4,2,8305,8338,18
Task 8306,Job 0,9,7,4,9,0,13,18,5,4,4,1,8306,8340,16
Task 8306,Job 1,14,9,4,8,0,18,22,4,4,3,0,8306,8340,3
Task 8307,Job 0,9,7,2,10,0,11,19,8,2,3,0,8307,8340,18
Task 8307,Job 1,14,6,3,6,0,17,20,3,3,1,0,8307,8340,8
Task 8308,Job 0,7,9,1,8,0,8,15,7,1,2,1,8308,8341,15
Task 8308,Job 1,12,4,2,9,0,14,21,7,2,4,0,8308,8341,2
Task 8309,Job 0,5,10,1,12,0,6,17,11,1,4,1,8309,8343,20
Task 8309,Job 1,10,9,3,8,1,13,18,5,3,2,2,8309,8343,7
Task 8310,Job 0,10,10,3,12,0,13,22,9,3,4,2,8310,8344,14
Task 8310,Job 1,15,4,3,12,0,18,27,9,3,2,1,8310,8344,6
Task 8311,Job 0,9,5,4,6,0,13,15,2,4,3,0,8311,8345,11
Task 8311,Job 1,14,7,1,6,0,15,20,5,1,1,0,8311,8345,9
Task 8312,Job 0,4,9,3,11,1,7,15,8,3,4,1,8312,8345,2
Task 8312,Job 1,9,9,3,8,0,12,17,5,3,2,2,8312,8345,9
Task 8313,Job 0,3,5,2,10,0,5,13,8,2,2,2,8313,8347,15
Task 8313,Job 1,8,4,3,11,0,11,19,8,3,4,2,8313,8347,6
Task 8314,Job 0,2,4,2,9,0,4,11,7,2,2,1,8314,8347,13
Task 8314,Job 1,7,10,2,8,0,9,15,6,2,1,2,8314,8347,14
Task 8315,Job 0,9,8,4,12,0,13,21,8,4,3,0,8315,8348,18
Task 8315,Job 1,14,5,4,6,0,18,20,2,4,3,1,8315,8348,10
Task 8316,Job 0,9,10,3,12,0,12,21,9,3,4,1,8316,8350,4
Task 8316,Job 1,14,6,4,12,0,18,26,8,4,3,0,8316,8350,6
Task 8317,Job 0,10,5,3,7,1,13,17,4,3,1,0,8317,8350,12
Task 8317,Job 1,15,10,4,10,0,19,25,6,4,4,1,8317,8350,10
Task 8318,Job 0,10,10,3,11,0,13,21,8,3,2,2,8318,8352,18
Task 8318,Job 1,15,8,2,11,0,17,26,9,2,4,0,8318,8352,5
Task 8319,Job 0,10,4,3,7,0,13,17,4,3,1,2,8319,8352,3
Task 8319,Job 1,15,7,3,10,0,18,25,7,3,3,1,8319,8352,2
Task 8320,Job 0,5,8,1,6,0,6,11,5,1,1,2,8320,8354,12
Task 8320,Job 1,10,6,1,9,1,11,19,8,1,4,2,8320,8354,17
Task 8321,Job 0,1,4,3,11,0,4,12,8,3,3,1,8321,8354,4
Task 8321,Job 1,6,10,1,11,0,7,17,10,1,4,1,8321,8354,12
Task 8322,Job 0,4,9,3,7,0,7,11,4,3,1,0,8322,8356,4
Task 8322,Job 1,9,7,3,12,0,12,21,9,3,1,2,8322,8356,2
Task 8323,Job 0,8,7,1,6,0,9,14,5,1,3,1,8323,8357,20
Task 8323,Job 1,13,5,1,10,0,14,23,9,1,3,2,8323,8357,17
Task 8324,Job 0,6,10,3,11,0,9,17,8,3,3,1,8324,8357,10
Task 8324,Job 1,11,5,1,6,0,12,17,5,1,1,1,8324,8357,2
Task 8325,Job 0,5,5,4,6,0,9,11,2,4,2,1,8325,8358,14
Task 8325,Job 1,10,5,3,11,0,13,21,8,3,3,0,8325,8358,10
Task 8326,Job 0,8,4,2,11,0,10,19,9,2,3,1,8326,8360,5
Task 8326,Job 1,13,7,1,9,0,14,22,8,1,2,2,8326,8360,15
Task 8327,Job 0,6,4,1,6,0,7,12,5,1,1,0,8327,8360,11
Task 8327,Job 1,11,6,2,11,0,13,22,9,2,4,2,8327,8360,6
Task 8328,Job 0,8,10,1,11,0,9,19,10,1,1,2,8328,8361,2
Task 8328,Job 1,13,9,1,7,1,14,20,6,1,1,1,8328,8361,10
Task 8329,Job 0,9,6,1,12,0,10,21,11,1,1,2,8329,8363,16
Task 8329,Job 1,14,8,2,7,0,16,21,5,2,3,2,8329,8363,17
Task 8330,Job 0,9,5,2,12,0,11,21,10,2,1,0,8330,8363,13
Task 8330,Job 1,14,9,3,6,0,17,20,3,3,2,1,8330,8363,6
Task 8331,Job 0,7,10,2,6,1,9,13,4,2,1,1,8331,8364,2
Task 8331,Job 1,12,9,4,9,1,16,21,5,4,1,2,8331,8364,17
Task 8332,Job 0,9,8,3,7,1,12,16,4,3,3,0,8332,8365,6
Task 8332,Job 1,14,5,4,12,0,18,26,8,4,4,1,8332,8365,12
Task 8333,Job 0,8,4,2,12,1,10,20,10,2,4,2,8333,8366,17
Task 8333,Job 1,13,6,2,12,1,15,25,10,2,4,0,8333,8366,15
Task 8334,Job 0,10,8,3,9,0,13,19,6,3,1,0,8334,8367,7
Task 8334,Job 1,15,10,3,7,1,18,22,4,3,1,0,8334,8367,18
Task 8335,Job 0,8,4,1,12,0,9,20,11,1,4,0,8335,8369,18
Task 8335,Job 1,13,7,4,8,0,17,21,4,4,3,1,8335,8369,2
Task 8336,Job 0,3,10,3,9,0,6,12,6,3,2,1,8336,8370,15
Task 8336,Job 1,8,8,1,8,0,9,16,7,1,2,2,8336,8370,14
Task 8337,Job 0,8,7,1,7,0,9,15,6,1,4,0,8337,8371,16
Task 8337,Job 1,13,7,1,12,0,14,25,11,1,3,2,8337,8371,19
Task 8338,Job 0,10,8,2,10,1,12,20,8,2,4,0,8338,8371,17
Task 8338,Job 1,15,8,3,11,1,18,26,8,3,4,0,8338,8371,12
Task 8339,Job 0,9,7,4,9,1,13,18,5,4,2,1,8339,8372,4
Task 8339,Job 1,14,5,1,6,1,15,20,5,1,3,1,8339,8372,14
Task 8340,Job 0,7,7,3,7,1,10,14,4,3,3,0,8340,8373,19
Task 8340,Job 1,12,7,1,12,1,13,24,11,1,4,0,8340,8373,16
Task 8341,Job 0,5,7,4,10,0,9,15,6,4,1,1,8341,8374,14
Task 8341,Job 1,10,8,4,11,0,14,21,7,4,3,2,8341,8374,8
Task 8342,Job 0,8,8,4,7,0,12,15,3,4,1,0,8342,8376,6
Task 8342,Job 1,13,10,2,12,0,15,25,10,2,4,2,8342,8376,3
Task 8343,Job 0,5,9,3,12,0,8,17,9,3,3,1,8343,8376,6
Task 8343,Job 1,10,9,3,7,0,13,17,4,3,3,0,8343,8376,13
Task 8344,Job 0,10,6,2,6,1,12,16,4,2,1,1,8344,8378,5
Task 8344,Job 1,15,8,3,8,0,18,23,5,3,2,0,8344,8378,4
Task 8345,Job 0,8,4,4,10,0,12,18,6,4,4,1,8345,8379,20
Task 8345,Job 1,13,9,3,8,1,16,21,5,3,3,1,8345,8379,10
Task 8346,Job 0,3,4,3,12,1,6,15,9,3,4,2,8346,8380,20
Task 8346,Job 1,8,6,2,8,0,10,16,6,2,2,0,8346,8380,4
Task 8347,Job 0,1,6,4,9,0,5,10,5,4,1,2,8347,8381,3
Task 8347,Job 1,6,6,4,6,0,10,12,2,4,1,1,8347,8381,11
Task 8348,Job 0,10,7,3,9,0,13,19,6,3,2,2,8348,8381,9
Task 8348,Job 1,15,10,4,12,0,19,27,8,4,4,2,8348,8381,20
Task 8349,Job 0,3,6,1,9,0,4,12,8,1,2,1,8349,8383,16
Task 8349,Job 1,8,4,4,11,0,12,19,7,4,4,2,8349,8383,8
Task 8350,Job 0,10,7,1,9,1,11,19,8,1,4,2,8350,8383,14
Task 8350,Job 1,15,5,3,8,1,18,23,5,3,1,2,8350,8383,9
Task 8351,Job 0,5,7,4,10,0,9,15,6,4,3,1,8351,8384,12
Task 8351,Job 1,10,6,4,6,0,14,16,2,4,4,0,8351,8384,14
Task 8352,Job 0,9,5,4,7,0,13,16,3,4,2,2,8352,8385,20
Task 8352,Job 1,14,8,3,12,0,17,26,9,3,4,0,8352,8385,8
Task 8353,Job 0,3,9,1,6,0,4,9,5,1,4,1,8353,8386,4
Task 8353,Job 1,8,5,4,10,0,12,18,6,4,3,0,8353,8386,5
Task 8354,Job 0,9,7,1,9,0,10,18,8,1,4,2,8354,8387,2
Task 8354,Job 1,14,8,3,8,0,17,22,5,3,2,1,8354,8387,6
Task 8355,Job 0,1,9,1,9,1,2,10,8,1,2,0,8355,8389,7
Task 8355,Job 1,6,4,4,10,1,10,16,6,4,2,0,8355,8389,17
Task 8356,Job 0,5,5,4,7,0,9,12,3,4,4,2,8356,8389,6
Task 8356,Job 1,10,10,4,6,0,14,16,2,4,2,2,8356,8389,12
Task 8357,Job 0,4,6,1,7,0,5,11,6,1,2,0,8357,8390,3
Task 8357,Job 1,9,4,1,10,0,10,19,9,1,4,2,8357,8390,15
Task 8358,Job 0,3,4,1,8,0,4,11,7,1,1,2,8358,8392,15
Task 8358,Job 1,8,5,3,6,0,11,14,3,3,2,0,8358,8392,14
Task 8359,Job 0,9,5,2,6,1,11,15,4,2,3,0,8359,8393,2
Task 8359,Job 1,14,6,2,10,0,16,24,8,2,3,1,8359,8393,12
Task 8360,Job 0,3,7,3,7,0,6,10,4,3,2,0,8360,8393,16
Task 8360,Job 1,8,8,1,11,0,9,19,10,1,1,1,8360,8393,7
Task 8361,Job 0,3,10,2,7,0,5,10,5,2,3,1,8361,8394,13
Task 8361,Job 1,8,9,4,12,0,12,20,8,4,3,2,8361,8394,14
Task 8362,Job 0,1,4,1,9,1,2,10,8,1,4,0,8362,8395,3
Task 8362,Job 1,6,9,4,12,0,10,18,8,4,4,2,8362,8395,12
Task 8363,Job 0,10,4,3,7,1,13,17,4,3,3,2,8363,8397,13
Task 8363,Job 1,15,4,3,12,0,18,27,9,3,3,0,8363,8397,4
Task 8364,Job 0,7,10,3,7,1,10,14,4,3,4,2,8364,8398,2
Task 8364,Job 1,12,6,3,7,1,15,19,4,3,1,2,8364,8398,2
Task 8365,Job 0,1,9,2,10,0,3,11,8,2,3,0,8365,8399,14
Task 8365,Job 1,6,6,1,10,0,7,16,9,1,3,1,8365,8399,8
Task 8366,Job 0,2,10,2,7,1,4,9,5,2,3,2,8366,8399,7
Task 8366,Job 1,7,5,2,11,0,9,18,9,2,2,1,8366,8399,18
Task 8367,Job 0,8,5,3,11,1,11,19,8,3,4,0,8367,8401,9
Task 8367,Job 1,13,5,3,8,0,16,21,5,3,2,2,8367,8401,13
Task 8368,Job 0,5,5,3,8,0,8,13,5,3,1,1,8368,8401,5
Task 8368,Job 1,10,7,3,7,1,13,17,4,3,4,0,8368,8401,7
Task 8369,Job 0,7,6,2,10,0,9,17,8,2,2,2,8369,8402,15
Task 8369,Job 1,12,8,4,7,0,16,19,3,4,3,2,8369,8402,14
Task 8370,Job 0,8,6,3,8,0,11,16,5,3,4,0,8370,8403,20
Task 8370,Job 1,13,5,3,6,0,16,19,3,3,3,2,8370,8403,16
Task 8371,Job 0,5,5,1,11,1,6,16,10,1,2,1,8371,8404,15
Task 8371,Job 1,10,4,2,9,1,12,19,7,2,1,2,8371,8404,15
Task 8372,Job 0,5,5,2,6,0,7,11,4,2,4,0,8372,8405,14
Task 8372,Job 1,10,6,2,11,0,12,21,9,2,4,0,8372,8405,14
Task 8373,Job 0,7,7,4,10,1,11,17,6,4,4,2,8373,8406,5
Task 8373,Job 1,12,5,4,12,0,16,24,8,4,4,1,8373,8406,15
Task 8374,Job 0,9,7,3,6,1,12,15,3,3,3,0,8374,8408,13
Task 8374,Job 1,14,7,1,9,1,15,23,8,1,1,0,8374,8408,10
Task 8375,Job 0,8,4,2,12,0,10,20,10,2,2,1,8375,8409,12
Task 8375,Job 1,13,7,3,10,0,16,23,7,3,1,1,8375,8409,7
Task 8376,Job 0,5,8,2,9,0,7,14,7,2,4,0,8376,8409,19
Task 8376,Job 1,10,4,3,6,0,13,16,3,3,1,1,8376,8409,10
Task 8377,Job 0,6,9,1,7,0,7,13,6,1,4,1,8377,8410,17
Task 8377,Job 1,11,4,2,6,1,13,17,4,2,4,2,8377,8410,6
Task 8378,Job 0,7,6,2,9,1,9,16,7,2,2,0,8378,8412,9
Task 8378,Job 1,12,4,3,9,1,15,21,6,3,4,1,8378,8412,2
Task 8379,Job 0,9,9,3,8,0,12,17,5,3,4,2,8379,8412,13
Task 8379,Job 1,14,4,1,12,0,15,26,11,1,4,1,8379,8412,14
Task 8380,Job 0,7,8,4,10,0,11,17,6,4,2,1,8380,8413,19
Task 8380,Job 1,12,7,4,7,0,16,19,3,4,3,1,8380,8413,6
Task 8381,Job 0,4,5,1,10,1,5,14,9,1,4,0,8381,8415,14
Task 8381,Job 1,9,7,1,9,1,10,18,8,1,4,2,8381,8415,11
Task 8382,Job 0,8,8,4,12,0,12,20,8,4,1,1,8382,8415,14
Task 8382,Job 1,13,6,2,6,0,15,19,4,2,3,2,8382,8415,10
Task 8383,Job 0,2,5,3,11,0,5,13,8,3,4,0,8383,8417,8
Task 8383,Job 1,7,9,3,9,0,10,16,6,3,1,2,8383,8417,6
Task 8384,Job 0,8,9,1,11,1,9,19,10,1,4,0,8384,8418,5
Task 8384,Job 1,13,4,1,10,1,14,23,9,1,2,1,8384,8418,6
Task 8385,Job 0,8,7,4,6,0,12,14,2,4,1,1,8385,8418,2
Task 8385,Job 1,13,9,1,12,0,14,25,11,1,2,1,8385,8418,2
Task 8386,Job 0,10,8,1,6,0,11,16,5,1,1,1,8386,8419,4
Task 8386,Job 1,15,8,3,12,1,18,27,9,3,2,0,8386,8419,11
Task 8387,Job 0,10,5,2,11,0,12,21,9,2,3,2,8387,8420,14
Task 8387,Job 1,15,10,1,11,0,16,26,10,1,4,0,8387,8420,11
Task 8388,Job 0,5,5,3,6,0,8,11,3,3,2,1,8388,8422,9
Task 8388,Job 1,10,7,3,11,0,13,21,8,3,2,1,8388,8422,3
Task 8389,Job 0,3,8,1,10,1,4,13,9,1,3,2,8389,8422,17
Task 8389,Job 1,8,5,4,12,0,12,20,8,4,3,0,8389,8422,13
Task 8390,Job 0,5,4,3,9,0,8,14,6,3,3,0,8390,8424,12
Task 8390,Job 1,10,10,3,11,0,13,21,8,3,2,0,8390,8424,14
Task 8391,Job 0,10,7,1,7,0,11,17,6,1,4,1,8391,8425,4
Task 8391,Job 1,15,8,2,11,0,17,26,9,2,4,0,8391,8425,5
Task 8392,Job 0,7,7,2,6,0,9,13,4,2,3,1,8392,8426,2
Task 8392,Job 1,12,5,1,8,0,13,20,7,1,4,1,8392,8426,15
Task 8393,Job 0,8,6,4,8,0,12,16,4,4,4,2,8393,8427,4
Task 8393,Job 1,13,9,3,6,1,16,19,3,3,4,1,8393,8427,3
Task 8394,Job 0,3,9,4,11,0,7,14,7,4,1,2,8394,8427,20
Task 8394,Job 1,8,8,2,12,0,10,20,10,2,2,1,8394,8427,4
Task 8395,Job 0,2,6,4,7,0,6,9,3,4,2,1,8395,8428,15
Task 8395,Job 1,7,6,4,6,0,11,13,2,4,4,1,8395,8428,13
Task 8396,Job 0,7,10,4,9,0,11,16,5,4,2,0,8396,8430,2
Task 8396,Job 1,12,8,2,11,0,14,23,9,2,1,1,8396,8430,6
Task 8397,Job 0,6,7,4,6,1,10,12,2,4,3,2,8397,8430,2
Task 8397,Job 1,11,5,2,12,0,13,23,10,2,2,1,8397,8430,9
Task 8398,Job 0,10,9,2,12,1,12,22,10,2,1,2,8398,8432,13
Task 8398,Job 1,15,4,1,10,0,16,25,9,1,4,2,8398,8432,14
Task 8399,Job 0,6,5,2,6,0,8,12,4,2,2,0,8399,8433,11
Task 8399,Job 1,11,7,4,11,0,15,22,7,4,1,0,8399,8433,12
Task 8400,Job 0,4,9,3,9,0,7,13,6,3,3,2,8400,8434,9
Task 8400,Job 1,9,6,3,8,1,12,17,5,3,2,2,8400,8434,5
Task 8401,Job 0,5,9,1,6,0,6,11,5,1,3,2,8401,8434,20
Task 8401,Job 1,10,8,3,10,0,13,20,7,3,4,1,8401,8434,4
Task 8402,Job 0,3,5,4,6,0,7,9,2,4,4,2,8402,8436,7
Task 8402,Job 1,8,8,3,12,0,11,20,9,3,3,1,8402,8436,6
Task 8403,Job 0,6,5,1,9,0,7,15,8,1,1,2,8403,8436,17
Task 8403,Job 1,11,4,4,7,0,15,18,3,4,1,1,8403,8436,14
Task 8404,Job 0,4,10,1,6,0,5,10,5,1,3,1,8404,8437,9
Task 8404,Job 1,9,10,2,10,0,11,19,8,2,3,1,8404,8437,5
Task 8405,Job 0,6,9,2,6,0,8,12,4,2,1,1,8405,8439,4
Task 8405,Job 1,11,8,3,11,0,14,22,8,3,4,1,8405,8439,5
Task 8406,Job 0,4,10,1,6,0,5,10,5,1,3,1,8406,8439,9
Task 8406,Job 1,9,10,2,11,0,11,20,9,2,3,2,8406,8439,14
Task 8407,Job 0,1,5,3,11,0,4,12,8,3,4,2,8407,8441,7
Task 8407,Job 1,6,9,3,10,0,9,16,7,3,1,1,8407,8441,11
Task 8408,Job 0,8,6,4,7,0,12,15,3,4,3,0,8408,8441,6
Task 8408,Job 1,13,8,4,9,0,17,22,5,4,2,0,8408,8441,11
Task 8409,Job 0,5,4,3,12,0,8,17,9,3,2,2,8409,8442,17
Task 8409,Job 1,10,4,4,12,1,14,22,8,4,2,0,8409,8442,17
Task 8410,Job 0,2,4,4,10,1,6,12,6,4,2,0,8410,8444,14
Task 8410,Job 1,7,10,2,7,0,9,14,5,2,1,2,8410,8444,19
Task 8411,Job 0,2,9,1,7,0,3,9,6,1,3,2,8411,8444,20
Task 8411,Job 1,7,10,2,9,0,9,16,7,2,1,0,8411,8444,19
Task 8412,Job 0,10,9,4,7,0,14,17,3,4,4,2,8412,8445,2
Task 8412,Job 1,15,8,1,8,1,16,23,7,1,2,2,8412,8445,10
Task 8413,Job 0,10,10,4,8,0,14,18,4,4,1,1,8413,8446,13
Task 8413,Job 1,15,4,2,6,1,17,21,4,2,2,1,8413,8446,17
Task 8414,Job 0,6,8,2,6,0,8,12,4,2,2,1,8414,8448,3
Task 8414,Job 1,11,5,1,11,0,12,22,10,1,4,0,8414,8448,2
Task 8415,Job 0,3,4,1,10,0,4,13,9,1,2,0,8415,8449,14
Task 8415,Job 1,8,5,3,12,0,11,20,9,3,4,0,8415,8449,5
Task 8416,Job 0,2,4,1,7,0,3,9,6,1,4,1,8416,8450,5
Task 8416,Job 1,7,4,2,6,0,9,13,4,2,4,2,8416,8450,4
Task 8417,Job 0,6,9,4,7,0,10,13,3,4,4,1,8417,8450,14
Task 8417,Job 1,11,4,1,11,0,12,22,10,1,4,2,8417,8450,3
Task 8418,Job 0,2,6,2,9,0,4,11,7,2,4,1,8418,8451,14
Task 8418,Job 1,7,10,4,12,1,11,19,8,4,3,2,8418,8451,6
Task 8419,Job 0,5,6,2,9,1,7,14,7,2,1,2,8419,8453,14
Task 8419,Job 1,10,4,3,9,0,13,19,6,3,3,0,8419,8453,14
Task 8420,Job 0,2,8,2,8,0,4,10,6,2,2,2,8420,8454,6
Task 8420,Job 1,7,6,2,9,0,9,16,7,2,3,1,8420,8454,7
Task 8421,Job 0,4,10,4,11,0,8,15,7,4,3,2,8421,8455,9
Task 8421,Job 1,9,10,4,8,1,13,17,4,4,2,2,8421,8455,16
Task 8422,Job 0,4,9,2,8,1,6,12,6,2,3,0,8422,8456,5
Task 8422,Job 1,9,5,4,8,0,13,17,4,4,1,1,8422,8456,20
Task 8423,Job 0,4,8,2,8,0,6,12,6,2,4,0,8423,8456,15
Task 8423,Job 1,9,8,2,12,0,11,21,10,2,3,0,8423,8456,16
Task 8424,Job 0,8,5,4,9,0,12,17,5,4,1,2,8424,8458,3
Task 8424,Job 1,13,4,2,12,0,15,25,10,2,3,1,8424,8458,18
Task 8425,Job 0,9,4,3,7,0,12,16,4,3,4,0,8425,8459,3
Task 8425,Job 1,14,7,4,8,0,18,22,4,4,3,2,8425,8459,4
Task 8426,Job 0,7,5,1,9,0,8,16,8,1,3,2,8426,8460,7
Task 8426,Job 1,12,4,1,9,1,13,21,8,1,4,2,8426,8460,3
Task 8427,Job 0,4,6,1,7,0,5,11,6,1,1,1,8427,8461,14
Task 8427,Job 1,9,6,3,9,0,12,18,6,3,4,1,8427,8461,8
Task 8428,Job 0,6,7,3,9,0,9,15,6,3,4,2,8428,8461,15
Task 8428,Job 1,11,8,1,7,0,12,18,6,1,4,1,8428,8461,16
Task 8429,Job 0,3,7,2,12,0,5,15,10,2,1,2,8429,8462,12
Task 8429,Job 1,8,8,4,10,0,12,18,6,4,2,2,8429,8462,7
Task 8430,Job 0,10,9,4,11,0,14,21,7,4,1,2,8430,8463,16
Task 8430,Job 1,15,10,4,6,0,19,21,2,4,1,2,8430,8463,3
Task 8431,Job 0,6,4,3,8,1,9,14,5,3,3,2,8431,8465,10
Task 8431,Job 1,11,6,4,11,0,15,22,7,4,3,0,8431,8465,18
Task 8432,Job 0,4,8,4,10,0,8,14,6,4,2,2,8432,8465,9
Task 8432,Job 1,9,8,1,12,1,10,21,11,1,4,1,8432,8465,4
Task 8433,Job 0,7,10,2,6,1,9,13,4,2,3,2,8433,8467,17
Task 8433,Job 1,12,7,4,6,0,16,18,2,4,3,2,8433,8467,4
Task 8434,Job 0,10,10,3,6,1,13,16,3,3,3,1,8434,8467,15
Task 8434,Job 1,15,10,1,9,0,16,24,8,1,3,0,8434,8467,10
Task 8435,Job 0,7,6,1,12,1,8,19,11,1,2,0,8435,8468,16
Task 8435,Job 1,12,4,4,12,1,16,24,8,4,3,0,8435,8468,14
Task 8436,Job 0,1,7,1,8,0,2,9,7,1,1,0,8436,8469,7
Task 8436,Job 1,6,8,1,6,0,7,12,5,1,3,2,8436,8469,4
Task 8437,Job 0,1,10,3,6,0,4,7,3,3,2,0,8437,8470,17
Task 8437,Job 1,6,5,1,11,1,7,17,10,1,2,1,8437,8470,11
