Task ID,Temperature,Humidity
Task 8108,9.59,61.237
Task 8109,17.482,67.943
Task 8110,10.515,78.669
Task 8111,8.416,65.184
Task 8112,12.843,67.145
Task 8113,9.117,67.489
Task 8114,17.115,71.946
Task 8115,9.164,67.955
Task 8116,12.238,73.573
Task 8117,17.34,64.777
Task 8118,18.281,71.771
Task 8119,7.288,68.837
Task 8120,18.152,63.518
Task 8121,18.227,71.532
Task 8122,12.234,60.102
Task 8123,9.883,58.611
Task 8124,9.513,61.81
Task 8125,11.047,78.621
Task 8126,10.744,73.937
Task 8127,11.963,78.805
Task 8128,13.114,76.516
Task 8129,17.111,80.025
Task 8130,9.887,77.094
Task 8131,11.493,74.401
Task 8132,17.494,74.407
Task 8133,13.369,69.758
Task 8134,7.982,61.952
Task 8135,15.242,65.603
Task 8136,8.852,72.31
Task 8137,17.329,63.157
Task 8138,15.737,80.434
Task 8139,8.101,76.924
Task 8140,17.607,76.494
Task 8141,8.493,68.197
Task 8142,17.677,78.529
Task 8143,9.835,66.385
Task 8144,15.454,71.445
Task 8145,7.982,60.877
Task 8146,9.537,62.68
Task 8147,13.528,77.703
Task 8148,7.422,61.233
Task 8149,16.148,81.946
Task 8150,15.878,64.639
Task 8151,18.451,71.665
Task 8152,16.233,62.16
Task 8153,12.154,68.443
Task 8154,14.187,80.37
Task 8155,12.422,81.22
Task 8156,12.15,79.812
Task 8157,16.428,68.526
Task 8158,15.667,58.99
Task 8159,11.071,68.953
Task 8160,14.823,76.664
Task 8161,8.234,79.198
Task 8162,9.914,80.013
Task 8163,16.296,81.546
Task 8164,12.613,80.995
Task 8165,14.293,65.762
Task 8166,9.419,59.361
Task 8167,13.1,76.534
Task 8168,15.849,60.013
Task 8169,16.095,75.584
Task 8170,17.087,71.59
Task 8171,10.999,64.421
Task 8172,9.065,81.869
Task 8173,11.091,70.737
Task 8174,9.117,77.815
Task 8175,13.777,73.74
Task 8176,16.012,80.185
Task 8177,13.843,70.232
Task 8178,17.798,66.596
Task 8179,7.349,70.428
Task 8180,16.708,70.252
Task 8181,13.235,78.558
Task 8182,10.177,79.07
Task 8183,18.545,61.94
Task 8184,13.497,60.953
Task 8185,8.124,69.843
Task 8186,13.551,59.911
Task 8187,13.703,80.526
Task 8188,16.414,66.733
Task 8189,14.273,62.51
Task 8190,15.515,81.628
Task 8191,12.336,73.248
Task 8192,7.968,62.503
Task 8193,10.678,71.116
Task 8194,8.279,70.899
Task 8195,17.685,70.478
Task 8196,18.267,59.927
Task 8197,11.147,73.985
Task 8198,15.313,68.661
Task 8199,16.772,68.218
Task 8200,18.832,81.942
Task 8201,12.427,78.126
Task 8202,10.352,63.624
Task 8203,7.379,61.786
Task 8204,8.831,68.459
Task 8205,18.331,64.84
Task 8206,9.709,67.583
Task 8207,14.315,72.252
Task 8208,14.424,58.986
Task 8209,15.624,58.316
Task 8210,10.853,68.981
Task 8211,7.154,58.635
Task 8212,12.956,62.977
Task 8213,15.968,62.605
Task 8214,14.298,69.734
Task 8215,16.789,75.679
Task 8216,14.005,76.684
Task 8217,15.91,73.662
Task 8218,8.134,76.506
Task 8219,16.036,62.416
Task 8220,12.337,73.917
Task 8221,7.765,70.638
Task 8222,12.007,58.833
Task 8223,11.421,62.365
Task 8224,13.304,68.824
Task 8225,15.21,62.02
Task 8226,17.21,75.007
Task 8227,8.353,73.524
Task 8228,13.969,65.312
Task 8229,8.462,59.869
Task 8230,12.829,74.67
Task 8231,17.544,73.629
Task 8232,16.85,75.447
Task 8233,17.852,59.333
Task 8234,9.576,63.33
Task 8235,12.091,78.7
Task 8236,14.935,73.337
Task 8237,8.994,67.854
Task 8238,7.265,81.501
Task 8239,14.454,63.601
Task 8240,16.89,74.86
Task 8241,7.966,80.335
Task 8242,8.774,70.345
Task 8243,9.245,60.326
Task 8244,15.717,81.733
Task 8245,18.153,64.56
Task 8246,8.828,59.356
Task 8247,15.26,73.521
Task 8248,15.413,68.863
Task 8249,15.679,59.271
Task 8250,10.247,73.046
Task 8251,8.748,66.157
Task 8252,13.149,64.744
Task 8253,16.109,79.848
Task 8254,17.777,58.512
Task 8255,17.451,60.543
Task 8256,10.18,74.008
Task 8257,16.214,64.887
Task 8258,8.03,71.847
Task 8259,8.202,59.926
Task 8260,17.054,76.766
Task 8261,12.175,77.46
Task 8262,14.758,59.543
Task 8263,18.926,69.083
Task 8264,17.137,64.374
Task 8265,16.404,80.18
Task 8266,7.042,80.437
Task 8267,16.479,81.169
Task 8268,15.658,59.27
Task 8269,12.374,79.797
Task 8270,13.725,81.162
Task 8271,16.567,63.758
Task 8272,13.96,80.855
Task 8273,9.359,71.967
Task 8274,8.163,76.671
Task 8275,8.256,69.999
Task 8276,15.657,62.944
Task 8277,16.561,65.78
Task 8278,9.154,72.712
Task 8279,8.354,80.343
Task 8280,10.025,74.074
Task 8281,18.17,77.929
Task 8282,7.232,76.0
Task 8283,13.488,79.995
Task 8284,8.62,77.609
Task 8285,7.93,72.093
Task 8286,11.895,62.726
Task 8287,7.737,71.088
Task 8288,15.927,59.436
Task 8289,13.366,68.4
Task 8290,13.277,65.347
Task 8291,16.84,58.592
Task 8292,13.679,72.814
Task 8293,14.172,76.193
Task 8294,7.933,74.103
Task 8295,11.33,63.138
Task 8296,9.236,64.651
Task 8297,13.649,63.443
Task 8298,10.999,76.47
Task 8299,17.935,68.429
Task 8300,12.737,66.435
Task 8301,17.912,78.847
Task 8302,10.7,69.771
Task 8303,17.778,58.595
Task 8304,8.657,75.441
Task 8305,11.476,60.652
Task 8306,11.584,79.355
Task 8307,13.105,77.64
Task 8308,12.278,71.764
Task 8309,16.962,60.425
Task 8310,15.893,62.092
Task 8311,18.608,78.05
Task 8312,18.21,70.664
Task 8313,15.429,81.368
Task 8314,7.62,76.237
Task 8315,17.537,74.501
Task 8316,9.196,74.278
Task 8317,10.124,81.394
Task 8318,18.603,77.646
Task 8319,17.421,65.59
Task 8320,12.567,63.851
Task 8321,10.899,81.568
Task 8322,17.525,66.156
Task 8323,7.34,77.101
Task 8324,16.773,72.489
Task 8325,17.633,80.093
Task 8326,11.582,75.19
Task 8327,9.169,79.149
Task 8328,9.849,67.08
Task 8329,15.542,60.623
Task 8330,16.98,64.098
Task 8331,12.932,79.993
Task 8332,8.48,62.155
Task 8333,13.23,64.313
Task 8334,12.106,73.645
Task 8335,16.246,58.12
Task 8336,7.016,80.302
Task 8337,11.582,61.012
Task 8338,12.65,59.191
Task 8339,9.645,67.707
Task 8340,17.706,65.16
Task 8341,9.889,75.341
Task 8342,14.413,75.705
Task 8343,8.631,68.701
Task 8344,9.71,65.725
Task 8345,17.777,72.68
Task 8346,16.053,59.005
Task 8347,16.609,66.493
Task 8348,8.218,81.179
Task 8349,8.046,65.873
Task 8350,8.08,77.416
Task 8351,16.56,81.946
Task 8352,10.054,78.017
Task 8353,17.379,60.08
Task 8354,14.115,62.622
Task 8355,9.296,62.263
Task 8356,13.676,61.109
Task 8357,11.037,78.364
Task 8358,7.671,69.508
Task 8359,8.528,68.075
Task 8360,10.117,63.04
Task 8361,12.072,60.141
Task 8362,7.582,67.046
Task 8363,10.879,71.923
Task 8364,14.88,73.468
Task 8365,8.972,59.09
Task 8366,17.983,72.901
Task 8367,15.832,74.948
Task 8368,8.691,67.569
Task 8369,11.57,68.0
Task 8370,11.621,66.764
Task 8371,7.656,71.609
Task 8372,11.967,74.48
Task 8373,14.211,61.267
Task 8374,15.326,67.655
Task 8375,14.656,73.333
Task 8376,7.971,69.974
Task 8377,15.904,60.98
Task 8378,11.411,62.049
Task 8379,8.244,65.144
Task 8380,14.197,61.186
Task 8381,11.671,74.228
Task 8382,11.533,80.395
Task 8383,7.088,79.268
Task 8384,8.582,69.793
Task 8385,8.355,79.046
Task 8386,9.54,62.661
Task 8387,13.51,72.778
Task 8388,14.566,65.571
Task 8389,9.759,78.438
Task 8390,12.309,81.743
Task 8391,8.822,72.99
Task 8392,11.676,66.459
Task 8393,16.863,81.213
Task 8394,14.465,79.064
Task 8395,11.93,79.074
Task 8396,17.722,77.241
Task 8397,8.205,79.287
Task 8398,18.604,78.425
Task 8399,7.276,72.648
Task 8400,10.957,77.556
Task 8401,14.172,75.146
Task 8402,8.353,67.442
Task 8403,11.661,62.13
Task 8404,15.103,67.952
Task 8405,18.047,73.805
Task 8406,16.246,63.089
Task 8407,8.914,58.014
Task 8408,12.828,66.155
Task 8409,8.185,60.815
Task 8410,8.479,75.531
Task 8411,12.361,59.879
Task 8412,8.988,71.607
Task 8413,18.744,62.738
Task 8414,15.09,61.061
Task 8415,8.87,74.564
Task 8416,12.793,62.445
Task 8417,18.53,70.867
Task 8418,8.251,80.691
Task 8419,15.079,79.136
Task 8420,9.843,70.986
Task 8421,14.7,74.342
Task 8422,9.424,79.379
Task 8423,10.815,63.118
Task 8424,11.159,71.626
Task 8425,17.972,70.125
Task 8426,8.733,79.322
Task 8427,11.714,64.551
Task 8428,18.364,70.73
Task 8429,9.881,72.898
Task 8430,10.004,74.183
Task 8431,9.243,78.406
Task 8432,7.563,70.805
Task 8433,18.483,63.829
Task 8434,16.733,59.011
Task 8435,13.016,58.258
Task 8436,17.664,74.775
Task 8437,7.996,58.186
Task 8438,7.857,77.563
Task 8439,8.279,77.398
Task 8440,18.512,60.039
Task 8441,16.879,73.273
Task 8442,15.593,74.732
Task 8443,17.082,65.573
Task 8444,9.938,77.115
Task 8445,9.535,59.441
Task 8446,13.127,69.438
Task 8447,17.866,61.888
Task 8448,13.572,78.076
Task 8449,7.132,60.787
Task 8450,9.928,62.517
Task 8451,11.208,69.668
Task 8452,10.933,61.868
Task 8453,17.308,79.726
Task 8454,16.21,77.997
Task 8455,12.776,78.551
Task 8456,18.964,67.317
Task 8457,16.933,73.922
Task 8458,11.053,58.392
Task 8459,13.013,71.638
Task 8460,15.169,71.781
Task 8461,12.651,59.079
Task 8462,16.393,76.773
Task 8463,16.227,65.5
Task 8464,14.43,74.989
Task 8465,16.751,72.291
Task 8466,17.396,74.619
Task 8467,11.029,67.362
Task 8468,16.44,63.438
Task 8469,11.127,75.34
Task 8470,9.636,60.876
Task 8471,14.378,64.918
Task 8472,16.784,80.107
Task 8473,14.479,65.359
Task 8474,7.859,60.306
Task 8475,7.036,68.354
Task 8476,9.102,75.717
Task 8477,7.331,71.753
Task 8478,14.184,66.879
Task 8479,11.162,62.307
Task 8480,15.45,70.176
Task 8481,8.888,72.841
Task 8482,12.011,68.882
Task 8483,8.658,59.136
Task 8484,9.855,72.856
Task 8485,17.422,63.108
Task 8486,15.414,81.681
Task 8487,9.18,75.379
Task 8488,14.147,80.477
Task 8489,8.039,72.376
Task 8490,13.707,68.926
Task 8491,13.51,81.578
Task 8492,15.252,58.651
Task 8493,13.822,73.058
Task 8494,15.694,80.825
Task 8495,15.914,75.908
Task 8496,10.105,71.558
Task 8497,11.236,66.453
Task 8498,10.662,70.668
Task 8499,11.601,70.335
Task 8500,15.128,75.029
Task 8501,16.521,80.978
Task 8502,13.589,77.41
Task 8503,18.136,72.859
Task 8504,14.171,76.617
Task 8505,17.397,64.344
Task 8506,17.02,60.442
Task 8507,9.022,62.456
Task 8508,7.718,74.373
Task 8509,12.21,62.642
Task 8510,9.394,60.869
Task 8511,16.64,68.153
Task 8512,18.821,79.362
Task 8513,9.586,66.32
Task 8514,13.014,72.916
Task 8515,13.669,76.358
Task 8516,12.81,72.41
Task 8517,9.254,60.85
Task 8518,13.006,64.976
Task 8519,18.521,76.368
Task 8520,9.097,75.651
Task 8521,14.497,65.498
Task 8522,15.422,81.408
Task 8523,9.312,63.409
Task 8524,10.97,67.992
Task 8525,12.577,70.476
Task 8526,14.948,58.722
Task 8527,8.145,65.911
Task 8528,8.897,76.812
Task 8529,7.074,60.871
Task 8530,11.089,64.221
Task 8531,10.262,76.92
Task 8532,9.302,70.865
Task 8533,11.127,75.22
Task 8534,11.123,75.88
Task 8535,16.366,68.838
Task 8536,17.669,79.187
Task 8537,17.218,75.785
Task 8538,7.184,77.88
Task 8539,9.939,62.199
Task 8540,18.888,59.876
Task 8541,10.988,72.196
Task 8542,13.29,61.869
Task 8543,8.679,63.595
Task 8544,15.871,70.088
Task 8545,8.431,59.464
Task 8546,15.323,64.968
Task 8547,9.588,61.47
Task 8548,14.588,69.386
Task 8549,11.498,62.028
Task 8550,17.155,71.05
Task 8551,7.981,75.449
Task 8552,18.342,65.718
Task 8553,15.421,71.981
Task 8554,7.931,78.3
Task 8555,18.317,72.844
Task 8556,14.422,70.671
Task 8557,9.63,62.248
Task 8558,13.197,67.203
Task 8559,9.174,75.459
Task 8560,12.358,80.881
Task 8561,15.426,79.662
Task 8562,14.36,71.122
Task 8563,9.55,63.088
Task 8564,7.904,61.289
Task 8565,11.256,61.126
Task 8566,18.151,74.637
Task 8567,18.773,71.025
Task 8568,8.089,75.374
Task 8569,16.97,75.284
Task 8570,18.073,72.858
Task 8571,18.155,58.089
Task 8572,11.368,66.568
Task 8573,7.795,61.427
Task 8574,10.201,75.459
Task 8575,10.78,71.372
Task 8576,17.63,78.344
Task 8577,15.866,80.445
Task 8578,13.067,59.95
Task 8579,7.164,59.462
Task 8580,15.852,74.869
Task 8581,17.014,73.304
Task 8582,12.575,65.141
Task 8583,7.333,74.146
Task 8584,15.434,75.647
Task 8585,11.936,81.591
Task 8586,10.406,72.164
Task 8587,16.489,72.126
Task 8588,17.721,62.939
Task 8589,16.748,75.309
Task 8590,15.481,65.473
Task 8591,12.15,61.417
Task 8592,13.936,63.244
Task 8593,10.107,63.788
Task 8594,12.056,79.077
Task 8595,16.797,79.425
Task 8596,9.912,81.37
Task 8597,13.172,62.736
Task 8598,8.556,76.108
Task 8599,17.048,70.853
Task 8600,18.19,60.229
Task 8601,9.387,72.588
Task 8602,14.473,73.483
Task 8603,15.829,61.088
Task 8604,15.329,63.027
Task 8605,14.242,72.952
Task 8606,13.834,72.101
Task 8607,17.336,69.769
Task 8608,8.556,76.277
Task 8609,12.054,81.771
Task 8610,14.38,62.699
Task 8611,14.122,73.318
Task 8612,9.465,63.022
Task 8613,10.782,70.619
Task 8614,8.261,59.196
Task 8615,16.115,76.471
Task 8616,7.053,64.423
Task 8617,13.586,72.0
Task 8618,12.95,79.018
Task 8619,15.823,75.709
Task 8620,11.58,66.665
Task 8621,14.994,81.36
Task 8622,11.842,80.076
Task 8623,13.595,72.423
Task 8624,11.747,59.371
Task 8625,10.691,62.47
Task 8626,13.381,77.952
Task 8627,18.384,61.699
Task 8628,9.968,62.14
Task 8629,13.631,76.454
Task 8630,11.369,80.941
Task 8631,13.777,63.431
Task 8632,13.636,67.579
Task 8633,13.618,59.34
Task 8634,18.437,74.571
Task 8635,14.198,80.017
Task 8636,18.087,76.793
Task 8637,10.83,59.866
Task 8638,10.976,67.073
Task 8639,10.568,72.833
Task 8640,17.327,77.154
Task 8641,12.538,59.751
Task 8642,8.285,61.118
Task 8643,9.419,75.745
Task 8644,16.98,72.86
Task 8645,7.077,59.856
Task 8646,18.011,79.632
Task 8647,10.742,61.41
Task 8648,13.759,74.023
Task 8649,9.927,70.718
Task 8650,11.473,67.811
Task 8651,12.631,76.938
Task 8652,9.586,77.885
Task 8653,9.52,63.726
Task 8654,16.663,62.81
Task 8655,7.356,76.087
Task 8656,13.791,69.909
Task 8657,13.422,63.335
Task 8658,18.895,77.589
Task 8659,17.91,79.385
Task 8660,9.379,68.905
Task 8661,14.404,77.181
Task 8662,14.154,73.003
Task 8663,8.087,66.794
Task 8664,9.527,69.306
Task 8665,7.874,81.876
Task 8666,18.887,68.567
Task 8667,11.837,71.788
Task 8668,13.656,69.716
Task 8669,13.862,62.354
Task 8670,8.535,81.478
Task 8671,11.81,66.109
Task 8672,9.599,78.295
Task 8673,10.235,79.098
Task 8674,8.025,78.122
Task 8675,17.619,64.696
Task 8676,17.605,74.518
Task 8677,12.628,78.466
Task 8678,9.722,76.982
Task 8679,10.84,61.235
Task 8680,16.638,75.636
Task 8681,13.94,73.921
Task 8682,15.415,74.539
Task 8683,14.287,65.542
Task 8684,9.991,79.551
Task 8685,13.497,78.197
Task 8686,9.993,80.427
Task 8687,11.851,73.411
Task 8688,15.46,72.826
Task 8689,14.935,67.981
Task 8690,17.039,69.391
Task 8691,12.425,67.839
Task 8692,9.151,77.916
Task 8693,8.064,67.55
Task 8694,9.413,70.084
Task 8695,14.14,58.596
Task 8696,7.609,80.373
Task 8697,8.994,77.304
Task 8698,18.372,58.433
Task 8699,14.213,60.35
Task 8700,18.75,63.042
Task 8701,17.921,70.875
Task 8702,9.749,73.858
Task 8703,7.298,70.88
Task 8704,18.404,58.741
Task 8705,11.329,71.349
Task 8706,14.495,63.662
Task 8707,10.047,64.49
Task 8708,7.692,75.006
Task 8709,8.137,74.77
Task 8710,13.988,79.984
Task 8711,16.867,80.756
Task 8712,13.379,69.567
Task 8713,11.545,65.042
Task 8714,8.876,78.993
Task 8715,7.475,76.674
Task 8716,9.827,70.736
Task 8717,10.482,66.788
Task 8718,14.423,67.746
Task 8719,13.02,63.556
Task 8720,10.922,73.612
Task 8721,16.978,64.172
Task 8722,8.629,74.811
Task 8723,12.528,80.228
Task 8724,10.966,64.86
Task 8725,17.681,71.621
Task 8726,9.846,69.889
Task 8727,10.341,65.69
Task 8728,8.322,67.61
Task 8729,10.962,75.963
Task 8730,13.651,58.562
Task 8731,7.655,75.771
Task 8732,12.529,75.52
Task 8733,7.13,67.61
Task 8734,8.73,75.048
Task 8735,9.074,75.681
Task 8736,12.947,74.858
Task 8737,10.887,70.081
Task 8738,11.029,59.043
Task 8739,7.505,61.947
Task 8740,9.118,76.064
Task 8741,15.662,78.222
Task 8742,7.155,75.372
Task 8743,11.69,76.922
Task 8744,11.819,75.891
Task 8745,12.752,63.281
Task 8746,11.193,79.315
Task 8747,8.372,70.792
Task 8748,12.896,69.283
Task 8749,12.586,58.069
Task 8750,14.387,59.42
Task 8751,16.45,78.414
Task 8752,18.817,77.984
Task 8753,11.485,64.269
Task 8754,13.979,73.097
Task 8755,10.301,76.707
Task 8756,18.404,81.425
Task 8757,16.64,77.773
Task 8758,7.544,74.397
Task 8759,15.698,70.711
Task 8760,7.501,59.548
Task 8761,13.745,71.761
Task 8762,14.205,74.772
Task 8763,13.681,70.882
Task 8764,16.899,76.17
Task 8765,8.641,77.288
Task 8766,7.388,64.199
Task 8767,12.946,76.38
Task 8768,7.43,69.174
Task 8769,10.795,79.163
Task 8770,14.49,81.191
Task 8771,17.581,65.863
Task 8772,9.312,64.219
Task 8773,8.007,79.57
Task 8774,13.058,75.007
Task 8775,13.714,66.004
Task 8776,7.267,72.381
Task 8777,15.57,65.939
Task 8778,16.081,71.11
Task 8779,16.566,69.285
Task 8780,10.243,58.116
Task 8781,9.959,62.635
Task 8782,16.123,62.123
Task 8783,13.869,73.644
Task 8784,7.899,70.479
Task 8785,11.564,80.258
Task 8786,12.467,59.564
Task 8787,10.511,59.089
Task 8788,13.097,77.795
Task 8789,16.574,66.106
Task 8790,17.651,80.748
Task 8791,13.323,61.002
Task 8792,17.399,67.547
Task 8793,8.863,68.588
Task 8794,16.9,63.663
Task 8795,17.044,67.974
Task 8796,10.521,60.507
Task 8797,18.367,66.423
Task 8798,15.546,81.848
Task 8799,15.905,81.076
Task 8800,18.388,71.209
Task 8801,15.335,71.885
Task 8802,10.473,81.795
Task 8803,16.716,67.007
Task 8804,8.395,66.791
Task 8805,11.57,76.843
Task 8806,10.618,59.83
Task 8807,8.985,78.932
Task 8808,16.083,68.273
Task 8809,18.744,67.972
Task 8810,17.964,65.867
Task 8811,15.726,78.881
Task 8812,12.264,66.44
Task 8813,15.855,78.57
Task 8814,13.421,72.829
Task 8815,11.476,66.676
Task 8816,12.365,61.301
Task 8817,15.354,75.241
Task 8818,18.787,71.661
Task 8819,7.259,80.628
Task 8820,13.979,67.867
Task 8821,9.635,65.678
Task 8822,9.062,74.895
Task 8823,14.384,76.261
Task 8824,16.475,78.92
Task 8825,18.936,77.516
Task 8826,15.14,76.265
Task 8827,9.847,60.996
Task 8828,7.988,74.416
Task 8829,15.138,76.442
Task 8830,15.17,81.869
Task 8831,11.957,74.849
Task 8832,9.858,72.376
Task 8833,12.601,66.062
Task 8834,15.402,70.262
Task 8835,14.3,68.83
Task 8836,7.99,59.206
Task 8837,16.752,65.111
Task 8838,15.588,70.826
Task 8839,18.718,74.871
Task 8840,8.729,79.203
Task 8841,10.544,63.355
Task 8842,13.666,60.339
Task 8843,7.543,72.761
Task 8844,16.273,73.913
Task 8845,7.495,71.694
Task 8846,9.598,76.285
Task 8847,10.332,74.235
Task 8848,12.242,67.729
Task 8849,18.366,71.158
Task 8850,8.414,58.711
Task 8851,11.435,78.363
Task 8852,14.16,75.604
Task 8853,13.527,77.533
Task 8854,16.498,76.422
Task 8855,18.341,66.357
Task 8856,18.931,70.034
Task 8857,8.05,67.555
Task 8858,11.055,61.608
Task 8859,10.807,60.232
Task 8860,17.397,66.235
Task 8861,16.187,78.722
Task 8862,11.369,79.438
Task 8863,8.193,74.35
Task 8864,8.424,68.303
Task 8865,13.188,69.098
Task 8866,9.275,63.375
Task 8867,7.057,61.174
Task 8868,9.432,68.374
Task 8869,18.656,78.503
Task 8870,14.35,67.141
Task 8871,9.489,78.56
Task 8872,15.114,60.995
Task 8873,8.537,68.14
Task 8874,14.507,67.353
Task 8875,11.638,58.552
Task 8876,12.367,62.729
Task 8877,11.375,79.94
Task 8878,9.172,65.863
Task 8879,14.469,66.201
Task 8880,9.109,61.145
Task 8881,13.552,70.305
Task 8882,9.5,75.964
Task 8883,17.768,79.723
Task 8884,18.181,63.912
Task 8885,16.004,77.533
Task 8886,16.141,65.659
Task 8887,11.814,69.552
Task 8888,17.573,69.959
Task 8889,17.982,61.325
Task 8890,7.917,73.977
Task 8891,9.641,77.086
Task 8892,14.201,64.002
Task 8893,18.844,68.64
Task 8894,8.15,78.952
Task 8895,13.672,75.638
Task 8896,18.713,60.43
Task 8897,7.272,70.949
Task 8898,15.627,78.233
Task 8899,13.244,59.033
Task 8900,8.36,80.628
Task 8901,8.714,80.505
Task 8902,10.63,79.092
Task 8903,14.859,75.264
Task 8904,11.133,80.689
Task 8905,11.496,64.324
Task 8906,9.933,62.81
Task 8907,15.505,78.646
Task 8908,17.369,73.117
Task 8909,14.423,72.698
Task 8910,8.607,72.613
Task 8911,16.416,61.46
Task 8912,8.622,74.896
Task 8913,10.696,68.447
Task 8914,9.574,64.396
Task 8915,14.234,63.745
Task 8916,16.695,71.591
Task 8917,14.568,64.628
Task 8918,9.407,62.859
Task 8919,7.097,64.239
Task 8920,15.64,80.467
Task 8921,17.104,65.042
Task 8922,7.122,71.779
Task 8923,16.458,74.689
Task 8924,10.303,80.245
Task 8925,7.585,70.427
Task 8926,11.609,73.229
Task 8927,9.157,64.793
Task 8928,13.047,72.308
Task 8929,8.605,65.487
Task 8930,17.577,66.668
Task 8931,16.618,75.816
Task 8932,16.836,70.644
Task 8933,16.525,69.532
Task 8934,7.615,70.211
Task 8935,18.549,63.311
Task 8936,9.865,74.64
Task 8937,16.767,81.662
Task 8938,9.766,81.633
Task 8939,7.052,81.868
Task 8940,10.241,73.577
Task 8941,14.957,63.829
Task 8942,13.087,72.811
Task 8943,16.117,69.361
Task 8944,14.215,61.428
Task 8945,10.592,70.664
Task 8946,7.382,64.714
Task 8947,10.354,67.876
Task 8948,10.643,78.056
Task 8949,14.823,67.662
Task 8950,9.011,66.402
Task 8951,11.322,77.292
Task 8952,15.484,62.185
Task 8953,17.36,80.46
Task 8954,9.989,64.954
Task 8955,11.408,80.993
Task 8956,18.019,63.261
Task 8957,16.72,59.369
Task 8958,18.338,81.962
Task 8959,16.324,73.717
Task 8960,15.581,76.889
Task 8961,9.295,68.031
Task 8962,9.458,77.16
Task 8963,13.229,61.98
Task 8964,12.414,69.451
Task 8965,17.929,73.386
Task 8966,9.824,66.833
Task 8967,7.459,69.141
Task 8968,17.685,81.054
Task 8969,13.624,80.958
Task 8970,10.807,75.166
Task 8971,7.261,74.791
Task 8972,16.171,75.199
Task 8973,14.301,78.531
Task 8974,15.934,59.177
Task 8975,11.443,77.009
Task 8976,8.786,67.521
Task 8977,11.193,65.171
Task 8978,18.387,73.915
Task 8979,7.496,77.191
Task 8980,18.505,67.44
Task 8981,7.219,74.365
Task 8982,7.102,78.753
Task 8983,11.932,67.995
Task 8984,13.194,64.545
Task 8985,18.12,64.696
Task 8986,15.421,74.057
Task 8987,16.976,65.234
Task 8988,17.57,81.68
Task 8989,10.905,67.958
Task 8990,16.326,66.281
Task 8991,8.926,60.737
Task 8992,15.992,76.39
Task 8993,10.277,72.887
Task 8994,14.191,69.523
Task 8995,18.226,61.887
Task 8996,10.883,81.408
Task 8997,13.058,68.88
Task 8998,15.757,66.702
Task 8999,7.176,61.513
Task 9000,11.971,71.264
Task 9001,18.578,81.994
Task 9002,17.799,75.18
Task 9003,15.91,65.553
Task 9004,11.553,62.345
Task 9005,8.71,60.598
Task 9006,9.238,61.904
Task 9007,10.9,69.66
Task 9008,9.239,81.593
Task 9009,10.487,80.654
Task 9010,8.262,60.808
Task 9011,9.722,74.414
Task 9012,11.933,78.135
Task 9013,18.767,68.004
Task 9014,18.368,70.069
Task 9015,11.247,63.485
Task 9016,7.361,60.402
Task 9017,7.92,64.16
Task 9018,8.425,78.966
Task 9019,14.419,74.402
Task 9020,7.746,66.448
Task 9021,13.599,61.473
Task 9022,8.196,72.329
Task 9023,18.701,64.914
Task 9024,15.076,66.547
Task 9025,17.201,62.029
Task 9026,9.843,61.782
Task 9027,14.792,77.557
Task 9028,7.363,76.001
Task 9029,11.517,78.706
Task 9030,9.847,59.825
Task 9031,11.046,70.977
Task 9032,7.56,79.749
Task 9033,10.043,79.504
Task 9034,15.184,74.852
Task 9035,12.203,68.278
Task 9036,13.169,58.709
Task 9037,13.299,76.423
Task 9038,16.932,64.529
Task 9039,17.584,59.922
Task 9040,15.119,73.386
Task 9041,17.461,70.444
Task 9042,16.666,63.837
Task 9043,8.414,66.781
Task 9044,16.914,60.233
Task 9045,10.072,75.586
Task 9046,10.672,71.434
Task 9047,10.81,61.001
Task 9048,15.908,64.295
Task 9049,7.959,75.32
Task 9050,13.377,68.313
Task 9051,12.654,76.818
Task 9052,16.012,72.351
Task 9053,14.858,59.692
Task 9054,13.575,77.341
Task 9055,13.274,60.565
Task 9056,17.591,77.804
Task 9057,11.16,71.305
Task 9058,15.93,74.589
Task 9059,7.394,58.889
Task 9060,9.121,60.755
Task 9061,7.036,59.471
Task 9062,18.219,72.203
Task 9063,11.224,79.13
Task 9064,14.295,78.401
Task 9065,13.941,78.153
Task 9066,17.223,77.292
Task 9067,16.047,81.901
Task 9068,10.16,68.635
Task 9069,17.148,73.519
Task 9070,12.005,73.302
Task 9071,13.834,79.762
Task 9072,7.379,65.008
Task 9073,13.089,75.367
Task 9074,18.572,71.349
Task 9075,18.734,58.126
Task 9076,12.9,64.537
Task 9077,12.479,61.675
Task 9078,9.089,61.876
Task 9079,8.041,69.503
Task 9080,12.755,74.968
Task 9081,13.294,63.129
Task 9082,15.967,59.385
Task 9083,16.486,70.647
Task 9084,17.397,75.416
Task 9085,14.14,77.787
Task 9086,10.697,62.127
Task 9087,10.118,66.031
Task 9088,10.704,63.539
Task 9089,8.209,59.078
Task 9090,13.979,69.865
Task 9091,7.866,72.342
Task 9092,7.64,62.411
Task 9093,9.165,69.896
Task 9094,9.904,80.101
Task 9095,13.083,58.298
Task 9096,10.856,58.198
Task 9097,10.039,71.351
Task 9098,16.027,60.668
Task 9099,11.406,64.38
Task 9100,15.057,64.779
Task 9101,18.996,78.387
Task 9102,15.291,81.297
Task 9103,8.401,77.636
Task 9104,8.383,62.256
Task 9105,17.112,80.088
